product_id,name,category,price,brand,pattern,available_sizes,tags,image_url
3198,Wool Blend Fringe Detail Coat,coat,209.95,Olivia TPS x NA-KD,wool,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/wool_blend_fringe_detail_coat_1859-000001-0124_3_campaign.jpg?ref=7321AF56DE"
3528,Mini Suede Crossbody Tote,mini dress,59.95,NAKD,suede,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/mini_suede_crossbody_tote-1100-011470-0146_0040_creative.jpg?ref=2F76D9481E"
3297,Low Waist Jeans,coat,75.95,NAKD,denim,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/low_waist_jeans_1018-008235-011684091_01c.jpg?ref=04B2FBFEC9"
3343,Flounce Waist Halterneck Maxi Dress,coat,85.95,NAKD,halter,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/flounce_waist_halterneck_maxi_dress-1100-011401-0259_campaign_1.jpg?ref=3324F559D6"
3326,Oversized Long Trenchcoat,coat,149.95,Josefine HJ x NA-KD,oversized,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_long_trenchcoat_1708-000079-8163_0020.jpg?ref=6E801791A7"
3206,Oversized Long Trenchcoat,coat,149.95,Josefine HJ x NA-KD,oversized,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/oversized_long_trenchcoat_1708-000079-1844_0033.jpg?ref=62108E6F4C"
3217,Suede Boot,other,159.95,Lovisa Wallin x NA-KD,suede,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/suede_boot_1757-000126-0017_1_campaign.jpg?ref=7D67D217E8"
3305,Small Suede Handbag,other,109.95,Lovisa Wallin x NA-KD,suede,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/small_suede_handbag__1757-000125-0086_1_campaign.jpg?ref=67E9C6A49B"
3682,Structured Bow Detail Maxi Dress,maxi dress,129.95,Lovisa Wallin x NA-KD,bow detail,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/structured_bow_detail_maxi_dress_1812-000917-0015_1_campaign.jpg?ref=33AEB127E6"
3241,Straight Stone Detail Denim,other,99.95,Scandivv x NA-KD,denim,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/straight_stone_detail_denim_1812-001018-0003_campaign_campaign.jpg?ref=BD8861E5B6"
3352,Boxy Corduroy Shirt,other,59.95,Shpresa x NA-KD,corduroy,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/boxy_cordueoy_shirt_1100-009658-001812217.jpg?ref=379C8EC82E"
3246,Boxy Corduroy Shirt,other,59.95,Shpresa x NA-KD,corduroy,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/boxy_corduroy_shirt_1100-009658-02124_campaign.jpg?ref=0457C50973"
3461,Embroidered Long Sleeve Blouse,blouse,59.95,Shpresa x NA-KD,embroidered,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/embroidered_long_sleeve_blouse_1100-011706-0801_24_campaign.jpg?ref=7F4ED871BA"
3299,Mid Waist Balloon Pants,pants,59.95,Cecilie Haugaard x NA-KD,other,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/mid_waist_balloon_pants-1100-012439-0001_0013.jpg?ref=D6EB337326"
3497,Pleated Waist Long Sleeve Blouse,blouse,49.95,Cecilie Haugaard x NA-KD,pleated,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/pleated_waist_long_sleeve_blouse_1100-011707-0005_1_campaign.jpg?ref=C350F5275A"
3277,Cotton Fitted Shirt,other,49.95,Cecilie Haugaard x NA-KD,cotton,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/cotton_fitted_shirt_1100-011842-0001_1_campaign.jpg?ref=FBBD97C294"
3335,Open Back Maxi Dress,maxi dress,85.95,Lydia Tomlinson x NA-KD,backless,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/open_back_maxi_dress_1812-001028-0001.jpg?ref=23A5D8AE67"
3576,Puff Sleeve Top,other,39.95,Lydia Tomlinson x NA-KD,puff sleeve,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/puff_sleeve_top_1794-000076-0001.jpg?ref=CC2C0564D2"
3295,Flowy Knitted Midi Skirt,midi dress,59.95,Lydia Tomlinson x NA-KD,knit,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/flowy_knitted_midi_skirt_1794-000089-0001.jpg?ref=BB81392E3D"
3600,Anglaise Straight Trousers,pants,59.95,Michaela Wissén x NA-KD,other,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/anglaise_straight_trousers_1833-000007-4070_1_campaign.jpg?ref=73BE94A1E7"
3303,One Shoulder Back Detail Maxi Dress,maxi dress,95.95,Michaela Wissén x NA-KD,one shoulder,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/one_shoulder_back_detail_maxi_dress_1833-000005-0198_8_campaign.jpg?ref=068AB5DEEC"
3395,Faux Suede Boxy Jacket,jacket,99.95,Emmanuelle Koffi x NA-KD,suede,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/faux_suede_boxy_jacket_1858-000009-0212_campaign.jpg?ref=9080DCD504"
3572,Checked High Slit Maxi Dress,maxi dress,85.95,Emmanuelle Koffi x NA-KD,plaid,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/checked_high_slit_maxi_dress_1858-000008-7733_3_campaign.jpg?ref=A9913C1DCE"
3455,Faux Suede Midi Skirt,midi dress,75.95,Emmanuelle Koffi x NA-KD,suede,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/faux_suede_midi_skirt_1858-000010-0212_5_campaign.jpg?ref=38CA61E3E3"
3421,Leather Slouchy Handbag,other,95.95,Camelia Farhoodi x NA-KD,leather,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/carolineeserup_1100-010691-0002_social.jpg?ref=17D7168261"
3511,Bandeau Pleated Maxi Dress,tube top,85.95,Sofi Fahrman Engelbert x NA-KD,pleated,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/bandeau_big_pleat_maxi_dress_1781-000018-0041_0921_campaign.jpg?ref=E391F78406"
3457,Ripped Detail Denim Shirt,other,75.95,Sofi Fahrman Engelbert x NA-KD,denim,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/ripped_detail_denim_shirt_1781-000027-0001_0943_campaign.jpg?ref=528B641751"
3463,Tie Front Puff Shoulder Blouse,blouse,49.95,Claire Rose x NA-KD,tie detail,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/tie_front_puff_shoulder_blouse_1100-010458-0001_1_social.jpg?ref=6157D3CF17"
3581,Volume Mini Dress,mini dress,59.95,Claire Rose x NA-KD,other,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/volume_mini_dress-1720-000161-00026660_01c.jpg?ref=15193B3C14"
3659,Tailored High Waist Shorts,shorts,39.95,Claire Rose x NA-KD,high waist,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/tailored_high_waist_shorts-1720-000232-00170064.jpg?ref=61321956D9"
3533,Crochet Mini Dress,mini dress,59.95,Emrata x NA-KD,crochet,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/crochet_mini_dress_1856-000018-0801_2_campaign.jpg?ref=67E0147819"
3555,Printed Linen Blend Pants,pants,59.95,Moa Mattsson x NA-KD,linen,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/printed_linen_blend_pants__1812-001012-0259_12_campaign.jpg?ref=BD484C927F"
3544,Printed Linen Blend Shirt,other,59.95,Moa Mattsson x NA-KD,linen,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/printed_linen_blend_shirt_1812-001011-0259_4_campaign.jpg?ref=DEA269D244"
3621,T-Strap Ballerinas,other,59.95,NA-KD,other,,,"https://www.na-kd.com/cdn-cgi/image/width=300,quality=80,sharpen=0.3/globalassets/t-strap_ballerinas_1100-011606-0017_2_campaign.jpg?ref=8D7A5A9004"
3861,Everyday Seamless Ribbed Midi Top,midi dress,34.0,GYMSHARK,ribbed,,new,https://cdn.shopify.com/s/files/1/0156/6146/files/images-EverydaySeamlessTrend1MidiTopGSCherryPurpleB4C3L_PCDS_1683_0600_3840x.jpg?v=1752765430
3731,Activate Long Sleeve Crop Top,sports bra,50.0,GYMSHARK,cropped,,new,https://cdn.shopify.com/s/files/1/0156/6146/files/images-ActivateSeamlessLongSleeveCropTopGSPlumBrownB2C4Q_NBZN_0252_3840x.jpg?v=1754409287
3713,Lifting Dipped Waistband Short,other,46.0,GYMSHARK,other,,new,https://cdn.shopify.com/s/files/1/0156/6146/files/images-LiftingDippedWaistbandShortGSBlackB4B8X_BB2J_0818_3840x.jpg?v=1755627221
4401,Snuggle Up Sweater High-Waist Wide Leg Pant - Ivory,sweater,198.0,ALO YOGA,high waist,,,https://cdn.shopify.com/s/files/1/2185/2813/files/W51431R_03299_b1_s1_a1_1_m54_320x.jpg?v=1734374188
4351,Cropped All Day Short Sleeve - Black,crop top,58.0,ALO YOGA,cropped,,,https://cdn.shopify.com/s/files/1/2185/2813/products/W1444R_01_b1_s1_a1_1_m18_320x.jpg?v=1697145019
4115,Airlift Line Up Bra - Navy,other,88.0,ALO YOGA,other,,,https://cdn.shopify.com/s/files/1/2185/2813/files/W9533R_03842_b2_s1_a1_1_m254_320x.jpg?v=1756165174
4799,Dusk Till Dawn Chevron Bikini Set,set,35.99,CUPSHE,chevron,,,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
4826,Just a Wink Aqua One-Piece Swimsuit,swimsuit,35.99,CUPSHE,other,,,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
4828,Boho Floral Halter Tummy Control One-Piece Swimsuit,bikini set,40.99,CUPSHE,floral,,,"https://www.cupshe.comdata:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
6141,Zuba Mini Dress Leopard,mini dress,15.0,Princess Polly,leopard,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-natalya-us2_f629bfd5-7f66-4750-bc7f-c251e0ceb66f_639x866_crop_center.jpg?v=1724126608
5741,Vixyn Halter Maxi Dress Red Multi,mini dress,85.0,Princess Polly,halter,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-tianna-us2_d41559af-7ab5-4f71-870e-94b38a91756d_639x866_crop_center.jpg?v=1746570628
5298,Landon Mini Dress Pink,mini dress,65.0,Princess Polly,other,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-paris-us2_0d7dcaad-bbae-4a30-8fb8-3797a63fea7c_639x866_crop_center.jpg?v=1723172773
6785,Capisce Maxi Dress Red Petite,mini dress,42.0,Princess Polly Lower Impact,other,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-sinclair-us4_8365286e-ad73-4cf5-b1b6-8fe7030933c1_639x866_crop_center.jpg?v=1742536186
6324,Rosalina Sheer Maxi Dress Pink,mini dress,11.0,Princess Polly Lower Impact,mesh,,,https://us.princesspolly.com/cdn/shop/files/2_8b7b43b6-86e0-4eb8-a79a-0969ca0fcc7d_639x866_crop_center.jpg?v=1727236595
5283,Carette Strapless Mini Dress Hot Pink,mini dress,75.0,Princess Polly Lower Impact,strapless,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-elly-us2_44468eee-54fb-42bd-9327-f740cc60994a_639x866_crop_center.jpg?v=1724909754
6685,Sweeter Places Embroidered Mini Dress White Petite,mini dress,41.0,Princess Polly Petite,lace,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-hailey-us4_ead53c9c-63c0-40f3-b356-8f724aa8247d_639x866_crop_center.jpg?v=1746760989
6809,Mayok Mini Dress Grey Petite,mini dress,27.5,Princess Polly Petite,other,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-nat-us2_34071ad1-f9db-4099-9a01-79490a2a805e_639x866_crop_center.jpg?v=1729207357
5441,Moonlit Mini Dress Pink Stripe Petite,mini dress,65.0,Princess Polly Petite,striped,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-holly-us2_394582e1-09c8-4b67-aef6-4f1c076158f4_639x866_crop_center.jpg?v=1739423851
5309,Martini Mini Dress Porcelain,mini dress,69.0,Lioness,other,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-emmah-us2_234934dc-a651-4de8-82d8-555abfd86a77_639x866_crop_center.jpg?v=1756789284
5063,Girls Girls Girls Mini Dress White,mini dress,75.0,Lioness,other,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-gaia-us2_bea74456-1654-4435-b010-bee4d87b69ac_639x866_crop_center.jpg?v=1741240408
6468,Field Of Dreams Maxi Dress Crimson,maxi dress,57.0,Lioness,other,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-elly-us2_c825ead3-bff7-4c73-814e-c6c069fd5212_639x866_crop_center.jpg?v=1739941895
6814,Gigli Bubble Hem Mini Dress Black Tall,mini dress,30.0,Princess Polly Tall,other,,,https://us.princesspolly.com/cdn/shop/files/GIGLI-BUBBLE-HEM-MINI-DRESS-BLACK_98dbd15c-4376-4d62-be24-add1520947d3_639x866_crop_center.jpg?v=1729053717
6772,Parisa Long Sleeve Mini Dress Black Tall,mini dress,28.0,Princess Polly Tall,long sleeve,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-tatiana-us6_6193c5ea-5f91-4bb9-9331-0edd28366d3e_639x866_crop_center.jpg?v=1729213783
5166,Galvis Mini Dress White Tall,mini dress,69.0,Princess Polly Tall,other,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-nat-us2_dc517427-c72b-467b-b675-352f2320df45_639x866_crop_center.jpg?v=1716525914
5373,Fayola Maxi Dress Floral Brown,maxi dress,84.0,Motel,floral,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-Savannah-us2_d15bac13-d1ac-4e08-bef5-248ce6e59f13_639x866_crop_center.jpg?v=1752013732
6651,Cryolan Mini Dress White,mini dress,16.0,Motel,other,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-allie-us2_774a3f8d-a343-414c-8ad0-e2bc96592af2_639x866_crop_center.jpg?v=1720085689
5390,Motel Lunama Dress Tonal Blue Paisley,dress,75.0,Motel,paisley,,,https://us.princesspolly.com/cdn/shop/products/0-modelinfo-saskia-us2_60e31729-ce67-42e9-812d-48c5aabc86c4_639x866_crop_center.jpg?v=1669602342
5450,Imeraldia Hardware Halter Maxi Dress Currant Curve,mini dress,85.0,Princess Polly Curve,halter,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-yasmine-us14_1e44c8b9-2339-4266-8806-f03f34f5deed_639x866_crop_center.jpg?v=1753765050
6639,Lanai Maxi Dress Black Curve,mini dress,39.5,Princess Polly Curve,other,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-mia-us14_ed42ed22-a27d-48fe-b942-176ef4de2dfb_639x866_crop_center.jpg?v=1723179203
6870,Irena Strapless Maxi Dress Burgundy Curve,mini dress,39.5,Princess Polly Curve,strapless,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-annabelle-us14_6aff7ccb-3187-4b93-a3b3-a22f4e727905_639x866_crop_center.jpg?v=1734650899
5890,Sleep Schedule Sleep Mini Dress Pink Polka,mini dress,65.0,Princess Polly Sleep,polka dot,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-rino-us4_091b98a8-eefd-4736-91f8-0561d4bb09da_639x866_crop_center.jpg?v=1753077144
6574,Caprani Mini Dress Grey,mini dress,11.0,Princess Polly Soft Fit,other,,,https://us.princesspolly.com/cdn/shop/products/0-modelinfo-kiele-us4_140db89d-031f-4e9e-a23e-ba8a33ddb5aa_639x866_crop_center.jpg?v=1674453827
6384,Adonis Mini Dress White,mini dress,14.0,Princess Polly Soft Fit,other,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-jacelyn-us4_8aee173b-83dd-4d98-8700-c71297dfac2c_639x866_crop_center.jpg?v=1683152289
6477,Ambition Activewear Romper Latte Curve,romper,9.0,Princess Polly Active,other,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-riley-us14_54b929cc-4bcc-4391-95a4-3639dc831ba5_639x866_crop_center.jpg?v=1707190748
7449,Aston Rib Pant,other,108.0,VUORI,ribbed,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/files/VW4069SPR_SP24_W_ECOMM_PANTS_FRONT_6.jpg?v=1715970130&width=800&height=1000&crop=center
7434,"Vuori AllTheFeels™ Short 4""",other,64.0,VUORI,other,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/files/VW3052CPP_SP25_W_ECOMM_BOTTOMS_FRONT_2.jpg?v=1738624676&width=800&height=1000&crop=center
7145,Vuori AllTheForm™ Headband,other,22.0,VUORI,other,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/files/VW857BLK_FA25_UNISEX_ECOMM_HEADWEAR_FLAT_LAY_1.jpg?v=1743438984&width=800&height=1000&crop=center
7352,Vuori AllTheForm™ Legging- Long,other,98.0,VUORI,other,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/files/VW4130-LBVT_SP25_W_ECOMM_BOTTOMS_FRONT_1_327224e8-6492-4c85-a01e-986a5a24dfd6.jpg?v=1737679063&width=800&height=1000&crop=center
6853,Delfie Strapless Mini Dress White,mini dress,17.0,Princess Polly,strapless,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-selina-us2_e0c96dc7-fd6d-4c8a-82a2-3543b0f0e5ed_639x866_crop_center.jpg?v=1740634680
1622,Jagger Low Rise Denim Shorts,oversized sweater,39.0,EDIKTED,denim,"XS, S, M, L, XL",,https://edikted.com/cdn/shop/files/Edikted_Lookbook_06_25_2025254904.jpg?v=1752024529&width=600
5474,Allawah Halter Maxi Dress Red,mini dress,78.0,Princess Polly Lower Impact,halter,,,https://us.princesspolly.com/cdn/shop/files/1-modelinfo-adison-us4_c80f729b-e87a-4f22-8342-3ae45da17677_639x866_crop_center.jpg?v=1702942061
5249,Mollins Long Sleeve Mini Dress Red,mini dress,27.0,Princess Polly,long sleeve,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-summer-us2_e598aa06-a69a-4670-a2fd-be4fa2914ab3_639x866_crop_center.jpg?v=1733372837
4223,Pinstripe Daylight Boxer Pant (Long) - Black/Titanium,other,148.0,ALO YOGA,striped,,,https://cdn.shopify.com/s/files/1/2185/2813/files/W54328R_01407_b1_s1_a5_m125_320x.jpg?v=1754953638
3141,Yasmine Linen Look Pants,pants,29.6,EDIKTED,linen,"XS, S, M, L, XL",,https://edikted.com/cdn/shop/files/Edikted_Lookbook_10_04_202491399.jpg?v=1729589740&width=600
5714,Aspyn Halter Mini Dress Pink,mini dress,75.0,Princess Polly Lower Impact,halter,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-mia-us4_cee7c818-333b-421a-a35e-07131c08a12c_639x866_crop_center.jpg?v=1750890726
5101,Lukea Long Sleeve Mini Dress Navy,mini dress,69.0,Princess Polly Lower Impact,long sleeve,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-cathlin-us2_2df9c370-ffd7-4cc7-ae1d-b66b9b9f3ebf_639x866_crop_center.jpg?v=1715649535
2170,Imani Satin Effect Tank Top,oversized sweater,25.0,EDIKTED,satin,"XS, S, M, L, XL",,https://edikted.com/cdn/shop/files/Edikted_Lookbook_09_03_202460149copy.jpg?v=1725956066&width=600
2209,Katia V Neck Top,other,14.4,EDIKTED,v-neck,"XS, S, M, L, XL",,https://edikted.com/cdn/shop/files/Edikted_Lookbook_07_01_202429743copy.jpg?v=1722334993&width=600
7240,Halo Bodysuit,bodysuit,78.0,VUORI,other,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/products/VW1112HST_SP23_W_ECOMM_TOPS_3923_1X1_1.jpg?v=1688710183&width=800&height=1000&crop=center
4690,Wool Cropped Metro Trench - Toasted Almond,crop top,228.0,ALO YOGA,wool,,,https://cdn.shopify.com/s/files/1/2185/2813/files/W4627R_05131_b1_s1_a1_1_m18_320x.jpg?v=1746471749
569,Fortworth Texas Baby Tee,maxi dress,42.0,ALTAR'D STATE,other,"XXS, XS, S, M, L, XL, XXL, 3XL",,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw67a4f213/image/001890_A2724RE74JD_IVORY_00.JPG?sw=300&sh=450&q=98
6696,Elmstead Strapless Romper Black,romper,30.0,Princess Polly,strapless,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-olivia-us2_768e529e-424a-4cfe-825f-cd2791693ad8_639x866_crop_center.jpg?v=1735784644
1211,Roll Call Layer,other,64.0,AS REVIVAL,layered,"S, M, L",,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw0a16056e/image/004430_MT37284_WHITE_00.JPG?sw=300&sh=450&q=98
5535,Dasha Mini Dress White Lower Impact,mini dress,69.0,Princess Polly Lower Impact,other,,,https://us.princesspolly.com/cdn/shop/files/0-modelinfo-elise-us2_f5052ac7-4864-4581-92bb-3c754299d989_639x866_crop_center.jpg?v=1745267208
6984,Halo Essential Bra,other,48.0,VUORI,other,,,https://cdn.shopify.com/s/files/1/0022/4008/6074/files/VW1110HNM_FA25_W_ECOMM_BRAS_FRONT_3.jpg?v=1752697152&width=800&height=1000&crop=center
